policy_id,policy_name,category,subcategory,applicable_to,department,description,version,effective_date,review_cycle,approval_authority,is_mandatory,last_updated_year,details
1389,External Certification — Training & Development,Training & Development,External Certification,Senior Management,IT,Details eligibility criteria and curriculum for the leadership development programme.,v3.0,28/07/2023,Annual,HR Manager,No,2023,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""No"", ""lms_platform"": ""LinkedIn Learning"", ""training_during_office_hours"": ""Yes""}"
1390,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,Senior Management,Finance,Specifies reimbursement policy for external certifications and approved certification list.,v3.0,22/12/2023,Bi-Annual,Line Manager,Yes,2023,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1391,Mandatory Training — Training & Development,Training & Development,Mandatory Training,Technical Staff,Admin,Lists mandatory compliance and safety training modules and their completion deadlines.,v1.2,07/01/2023,Quarterly,Department Head,Yes,2023,"{""annual_learning_budget_inr"": 5000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Udemy for Business"", ""training_during_office_hours"": ""Yes""}"
1392,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,New Joiners,Customer Support,Specifies reimbursement policy for external certifications and approved certification list.,v1.1,10/08/2023,Bi-Annual,HR Manager,No,2023,"{""annual_learning_budget_inr"": 5000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""No""}"
1393,Mandatory Training — Training & Development,Training & Development,Mandatory Training,High Potential Employees,Legal,Lists mandatory compliance and safety training modules and their completion deadlines.,v2.0,27/05/2023,Annual,CHRO,No,2023,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""Yes""}"
1394,External Certification — Training & Development,Training & Development,External Certification,All Employees,IT,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v2.0,23/05/2024,Annual,Department Head,No,2024,"{""annual_learning_budget_inr"": 5000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""No""}"
1395,External Certification — Training & Development,Training & Development,External Certification,New Joiners,Engineering,Lists mandatory compliance and safety training modules and their completion deadlines.,v3.0,23/06/2022,Quarterly,HR Executive,No,2022,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""No""}"
1396,Mandatory Training — Training & Development,Training & Development,Mandatory Training,Technical Staff,Engineering,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v2.0,11/11/2023,Annual,HR Executive,No,2023,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""No""}"
1397,External Certification — Training & Development,Training & Development,External Certification,High Potential Employees,HR,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v2.1,10/12/2022,As Needed,HR Manager,No,2022,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""Yes""}"
1398,Skill Development — Training & Development,Training & Development,Skill Development,New Joiners,Finance,Lists mandatory compliance and safety training modules and their completion deadlines.,v1.0,13/02/2024,Bi-Annual,Line Manager,No,2024,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1399,Leadership Programme — Training & Development,Training & Development,Leadership Programme,All Employees,Sales,Specifies reimbursement policy for external certifications and approved certification list.,v1.1,24/10/2022,As Needed,Line Manager,Yes,2022,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Udemy for Business"", ""training_during_office_hours"": ""No""}"
1400,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,All Employees,HR,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v1.0,27/02/2023,Annual,Department Head,No,2023,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 16, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1401,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Sales Team,Finance,"Defines eligibility, approval process, and booking guidelines for official business travel.",v2.0,04/11/2023,As Needed,CHRO,Yes,2023,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 7, ""claim_submission_days"": 10}"
1402,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Senior Management,Sales,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.2,23/06/2022,As Needed,Department Head,Yes,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 5, ""claim_submission_days"": 7}"
1403,International Travel — Travel & Expense,Travel & Expense,International Travel,Client-Facing Staff,HR,Details daily allowance rates by city tier and covered expense categories.,v1.0,01/03/2021,Annual,HR Executive,No,2021,"{""flight_class"": ""Economy"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 7, ""claim_submission_days"": 30}"
1404,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Sales Team,Operations,Specifies hotel category entitlements by employee grade and approved booking channels.,v2.1,06/10/2022,As Needed,HR Executive,Yes,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 5, ""claim_submission_days"": 30}"
1405,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Senior Management,Engineering,Details daily allowance rates by city tier and covered expense categories.,v2.1,17/02/2021,Bi-Annual,Department Head,Yes,2021,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 5, ""claim_submission_days"": 30}"
1406,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Sales Team,HR,"Defines eligibility, approval process, and booking guidelines for official business travel.",v3.0,06/11/2022,As Needed,HR Executive,No,2022,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 7, ""claim_submission_days"": 10}"
1407,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Client-Facing Staff,Engineering,Details daily allowance rates by city tier and covered expense categories.,v1.0,26/01/2022,Bi-Annual,HR Manager,No,2022,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 500, ""advance_booking_days"": 3, ""claim_submission_days"": 10}"
1408,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Senior Management,Finance,Details daily allowance rates by city tier and covered expense categories.,v3.0,11/04/2021,Bi-Annual,CHRO,Yes,2021,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 5, ""claim_submission_days"": 30}"
1409,Per Diem Allowance — Travel & Expense,Travel & Expense,Per Diem Allowance,Client-Facing Staff,Engineering,Details daily allowance rates by city tier and covered expense categories.,v2.0,06/07/2024,Bi-Annual,Department Head,No,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 5, ""claim_submission_days"": 15}"
1410,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Sales Team,Customer Support,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.0,28/08/2021,Bi-Annual,CHRO,No,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 7, ""claim_submission_days"": 10}"
1411,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Client-Facing Staff,Customer Support,Specifies hotel category entitlements by employee grade and approved booking channels.,v2.1,28/09/2024,Annual,Department Head,No,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 14, ""claim_submission_days"": 30}"
1412,International Travel — Travel & Expense,Travel & Expense,International Travel,Field Staff,Finance,Specifies hotel category entitlements by employee grade and approved booking channels.,v1.2,19/01/2022,Bi-Annual,HR Executive,No,2022,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 500, ""advance_booking_days"": 14, ""claim_submission_days"": 7}"
1413,Per Diem Allowance — Travel & Expense,Travel & Expense,Per Diem Allowance,Field Staff,Admin,"Defines eligibility, approval process, and booking guidelines for official business travel.",v2.0,23/12/2021,Annual,Department Head,Yes,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 7, ""claim_submission_days"": 15}"
1414,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,All Employees,Operations,Details daily allowance rates by city tier and covered expense categories.,v1.1,15/03/2024,Annual,HR Executive,Yes,2024,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 7, ""claim_submission_days"": 30}"
1415,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Field Staff,IT,"Outlines flight class entitlements, advance booking requirements, and cancellation policy.",v1.0,23/10/2023,As Needed,CHRO,Yes,2023,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 3, ""claim_submission_days"": 15}"
1416,International Travel — Travel & Expense,Travel & Expense,International Travel,Senior Management,Sales,"Defines eligibility, approval process, and booking guidelines for official business travel.",v2.0,12/06/2021,As Needed,CHRO,Yes,2021,"{""flight_class"": ""Economy"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 3, ""claim_submission_days"": 10}"
1417,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Client-Facing Staff,Admin,"Defines eligibility, approval process, and booking guidelines for official business travel.",v3.0,11/06/2022,Bi-Annual,Line Manager,Yes,2022,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 7, ""claim_submission_days"": 7}"
1418,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Field Staff,IT,Details daily allowance rates by city tier and covered expense categories.,v2.1,15/10/2023,As Needed,HR Manager,Yes,2023,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 500, ""advance_booking_days"": 5, ""claim_submission_days"": 30}"
1419,Per Diem Allowance — Travel & Expense,Travel & Expense,Per Diem Allowance,Sales Team,Sales,"Outlines flight class entitlements, advance booking requirements, and cancellation policy.",v1.0,23/03/2021,Quarterly,Department Head,No,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 3, ""claim_submission_days"": 15}"
1420,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Sales Team,Marketing,Details daily allowance rates by city tier and covered expense categories.,v2.0,07/02/2023,Annual,HR Executive,No,2023,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 7, ""claim_submission_days"": 30}"
1421,International Travel — Travel & Expense,Travel & Expense,International Travel,Senior Management,Customer Support,Details daily allowance rates by city tier and covered expense categories.,v3.0,10/10/2024,As Needed,Line Manager,No,2024,"{""flight_class"": ""Economy"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 7, ""claim_submission_days"": 10}"
1422,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,All Employees,Marketing,Specifies hotel category entitlements by employee grade and approved booking channels.,v1.2,23/09/2022,Bi-Annual,HR Executive,Yes,2022,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 5, ""claim_submission_days"": 10}"
1423,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Senior Management,HR,"Covers the expense submission portal, receipt requirements, and reimbursement timelines.",v2.0,07/09/2022,Quarterly,CHRO,No,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 7, ""claim_submission_days"": 10}"
1424,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Sales Team,Operations,"Covers the expense submission portal, receipt requirements, and reimbursement timelines.",v1.0,25/03/2024,As Needed,HR Manager,No,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 3, ""claim_submission_days"": 15}"
1425,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Client-Facing Staff,Customer Support,Specifies hotel category entitlements by employee grade and approved booking channels.,v3.0,24/08/2021,Quarterly,HR Executive,Yes,2021,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 3, ""claim_submission_days"": 15}"
1426,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Sales Team,Marketing,Details daily allowance rates by city tier and covered expense categories.,v1.0,19/09/2022,Annual,CHRO,No,2022,"{""flight_class"": ""Economy"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 3, ""claim_submission_days"": 7}"
1427,International Travel — Travel & Expense,Travel & Expense,International Travel,All Employees,Legal,"Covers the expense submission portal, receipt requirements, and reimbursement timelines.",v1.1,22/06/2021,Quarterly,HR Executive,No,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 7, ""claim_submission_days"": 30}"
1428,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Senior Management,Operations,"Outlines flight class entitlements, advance booking requirements, and cancellation policy.",v2.0,24/08/2022,Annual,Line Manager,No,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 7, ""claim_submission_days"": 10}"
1429,Per Diem Allowance — Travel & Expense,Travel & Expense,Per Diem Allowance,Sales Team,Customer Support,"Covers the expense submission portal, receipt requirements, and reimbursement timelines.",v1.0,16/09/2023,Bi-Annual,Department Head,Yes,2023,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 14, ""claim_submission_days"": 7}"
1430,International Travel — Travel & Expense,Travel & Expense,International Travel,Senior Management,HR,Details daily allowance rates by city tier and covered expense categories.,v2.1,06/07/2022,Bi-Annual,HR Executive,No,2022,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 3, ""claim_submission_days"": 15}"
1431,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Field Staff,Engineering,Specifies hotel category entitlements by employee grade and approved booking channels.,v1.0,21/11/2023,Quarterly,Department Head,No,2023,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 14, ""claim_submission_days"": 10}"
1432,International Travel — Travel & Expense,Travel & Expense,International Travel,Sales Team,Sales,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.2,19/08/2023,Annual,HR Executive,No,2023,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 14, ""claim_submission_days"": 7}"
1433,International Travel — Travel & Expense,Travel & Expense,International Travel,Client-Facing Staff,Operations,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.1,11/08/2022,Annual,Line Manager,No,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 5, ""claim_submission_days"": 7}"
1434,Per Diem Allowance — Travel & Expense,Travel & Expense,Per Diem Allowance,Senior Management,Operations,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.2,25/11/2022,Annual,Line Manager,No,2022,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 5, ""claim_submission_days"": 15}"
1435,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Senior Management,Sales,"Outlines flight class entitlements, advance booking requirements, and cancellation policy.",v2.1,01/03/2022,Quarterly,Line Manager,No,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 14, ""claim_submission_days"": 30}"
1436,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Sales Team,IT,Specifies hotel category entitlements by employee grade and approved booking channels.,v1.1,15/02/2024,Annual,Department Head,No,2024,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 500, ""advance_booking_days"": 14, ""claim_submission_days"": 15}"
1437,Flight Booking — Travel & Expense,Travel & Expense,Flight Booking,Sales Team,Customer Support,Details daily allowance rates by city tier and covered expense categories.,v2.1,01/12/2023,Bi-Annual,CHRO,No,2023,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 5, ""claim_submission_days"": 10}"
1438,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Sales Team,Legal,"Defines eligibility, approval process, and booking guidelines for official business travel.",v3.0,25/08/2021,Annual,HR Manager,Yes,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 3, ""claim_submission_days"": 7}"
1439,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Senior Management,Sales,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.2,20/04/2021,Annual,HR Manager,Yes,2021,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 7, ""claim_submission_days"": 7}"
1440,International Travel — Travel & Expense,Travel & Expense,International Travel,Senior Management,Marketing,"Covers the expense submission portal, receipt requirements, and reimbursement timelines.",v1.2,04/10/2021,Bi-Annual,Department Head,Yes,2021,"{""flight_class"": ""Economy"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 5, ""claim_submission_days"": 15}"
1441,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,All Employees,IT,Specifies hotel category entitlements by employee grade and approved booking channels.,v3.0,15/11/2022,Quarterly,HR Executive,Yes,2022,"{""flight_class"": ""Economy"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 14, ""claim_submission_days"": 30}"
1442,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Field Staff,Marketing,"Defines eligibility, approval process, and booking guidelines for official business travel.",v1.0,16/06/2022,Annual,HR Executive,No,2022,"{""flight_class"": ""Economy (4hr+Business)"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 3, ""claim_submission_days"": 7}"
1443,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Field Staff,Admin,"Outlines flight class entitlements, advance booking requirements, and cancellation policy.",v2.1,18/07/2022,As Needed,CHRO,No,2022,"{""flight_class"": ""Business"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 750, ""advance_booking_days"": 3, ""claim_submission_days"": 30}"
1444,Business Travel Policy — Travel & Expense,Travel & Expense,Business Travel Policy,Field Staff,Legal,"Defines eligibility, approval process, and booking guidelines for official business travel.",v2.0,05/07/2021,Annual,Line Manager,Yes,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 3, ""claim_submission_days"": 10}"
1445,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Senior Management,Customer Support,Specifies hotel category entitlements by employee grade and approved booking channels.,v2.0,24/08/2024,Bi-Annual,HR Manager,No,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 2000, ""advance_booking_days"": 7, ""claim_submission_days"": 30}"
1446,International Travel — Travel & Expense,Travel & Expense,International Travel,Client-Facing Staff,Admin,Details daily allowance rates by city tier and covered expense categories.,v2.1,04/02/2024,Bi-Annual,CHRO,Yes,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""4-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 5, ""claim_submission_days"": 10}"
1447,International Travel — Travel & Expense,Travel & Expense,International Travel,All Employees,Admin,"Defines eligibility, approval process, and booking guidelines for official business travel.",v3.0,20/11/2024,Bi-Annual,HR Manager,No,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1000, ""advance_booking_days"": 3, ""claim_submission_days"": 7}"
1448,Hotel Booking — Travel & Expense,Travel & Expense,Hotel Booking,Senior Management,Admin,Details daily allowance rates by city tier and covered expense categories.,v2.1,25/01/2021,Quarterly,CHRO,No,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""3-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 14, ""claim_submission_days"": 15}"
1449,Per Diem Allowance — Travel & Expense,Travel & Expense,Per Diem Allowance,All Employees,HR,"Defines eligibility, approval process, and booking guidelines for official business travel.",v2.1,14/03/2024,Bi-Annual,CHRO,No,2024,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 14, ""claim_submission_days"": 7}"
1450,Expense Claim Process — Travel & Expense,Travel & Expense,Expense Claim Process,Client-Facing Staff,Admin,"Covers the expense submission portal, receipt requirements, and reimbursement timelines.",v2.0,13/05/2021,Bi-Annual,Line Manager,No,2021,"{""flight_class"": ""Business"", ""hotel_category"": ""5-star"", ""per_diem_inr"": 1500, ""advance_booking_days"": 7, ""claim_submission_days"": 15}"
1451,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,HR Department,HR,Defines the formal resignation submission process and acknowledgment procedure.,v1.2,13/02/2023,Annual,CHRO,Yes,2023,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1452,Notice Period Policy — Separation & Exit,Separation & Exit,Notice Period Policy,Permanent Employees,Operations,"Outlines notice period duration by grade, buyout options, and early release criteria.",v2.1,04/06/2023,Annual,HR Manager,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 6}"
1453,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,HR Department,Legal,Covers the post-employment obligations on confidentiality and non-solicitation.,v1.2,11/07/2021,As Needed,HR Manager,Yes,2021,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1454,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Permanent Employees,Admin,"Details the full and final settlement components, timeline, and document checklist.",v2.1,12/07/2023,Bi-Annual,CHRO,Yes,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 24}"
1455,Full & Final Settlement — Separation & Exit,Separation & Exit,Full & Final Settlement,All Employees,Customer Support,"Details the full and final settlement components, timeline, and document checklist.",v2.0,19/06/2021,Annual,Department Head,Yes,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1456,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Senior Management,Operations,Covers the post-employment obligations on confidentiality and non-solicitation.,v2.0,14/07/2022,Quarterly,Line Manager,Yes,2022,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1457,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Permanent Employees,Operations,"Specifies the exit interview process, feedback confidentiality, and data usage.",v3.0,17/04/2021,As Needed,Line Manager,No,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1458,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Senior Management,Finance,Defines the formal resignation submission process and acknowledgment procedure.,v2.0,09/11/2022,Quarterly,CHRO,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1459,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Permanent Employees,Admin,"Details the full and final settlement components, timeline, and document checklist.",v2.0,21/01/2024,As Needed,Line Manager,No,2024,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1460,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,HR Department,Engineering,"Outlines notice period duration by grade, buyout options, and early release criteria.",v3.0,28/02/2021,Annual,HR Executive,Yes,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1461,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Permanent Employees,Sales,"Outlines notice period duration by grade, buyout options, and early release criteria.",v2.1,16/02/2023,Annual,Line Manager,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1462,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Permanent Employees,Finance,"Specifies the exit interview process, feedback confidentiality, and data usage.",v1.1,09/08/2022,Bi-Annual,HR Manager,No,2022,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1463,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Senior Management,Legal,Covers the post-employment obligations on confidentiality and non-solicitation.,v2.0,12/08/2022,Quarterly,Department Head,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 24}"
1464,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,All Employees,Operations,"Outlines notice period duration by grade, buyout options, and early release criteria.",v2.1,26/11/2023,Quarterly,HR Executive,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 6}"
